InvoiceID,InvoiceDate,DueDate,PaymentDate,CustomerID,CustomerName,Region,Country,City,Segment,PaymentTerms,SalesRepID,SalesRepName,InvoiceAmount,AmountReceived,OutstandingAmount,PaymentStatus,DaysToPay,DaysOverdue,AgingBucket,AgingBucketSort
AR-202502-25285,2025-02-09,2025-03-11,2025-03-30,CUST1086,Cedar Solutions,UK,England,Birmingham,SME,Net 30,REP002,Ike Khan,12773.82,12773.82,0.0,Paid,49.0,0,Current,1
AR-202408-25286,2024-08-04,2024-09-03,2024-09-03,CUST0782,Umbra Partners,Africa,South Africa,Cape Town,SME,Net 30,REP035,Priya Lee,8280.6,8280.6,0.0,Paid,30.0,0,Current,1
AR-202404-25287,2024-04-28,2024-06-12,2024-06-12,CUST1303,Epsilon Group,UK,Scotland,Glasgow,SME,Net 45,REP060,Liam Campbell,3724.51,3724.51,0.0,Paid,45.0,0,Current,1
AR-202405-25288,2024-05-28,2024-07-12,2024-07-14,CUST0313,Beta Retailers,Europe,France,Paris,Mid-Market,Net 45,REP021,Ella Hughes,12835.68,12835.68,0.0,Paid,47.0,0,Current,1
AR-202502-25289,2025-02-15,2025-04-01,2025-04-29,CUST1293,Aspen Supplies,Africa,South Africa,Cape Town,SME,Net 45,REP010,Tunde Khan,15456.97,4605.77,10851.2,Overdue,73.0,182,90+,5
AR-202411-25290,2024-11-12,2024-12-27,2024-12-29,CUST1096,Radiant Retailers,Europe,France,Paris,Mid-Market,Net 45,REP033,Ravi Okoye,10119.87,10119.87,0.0,Paid,47.0,0,Current,1
AR-202408-25291,2024-08-24,2024-09-23,2024-09-23,CUST0967,Radiant Enterprises,UK,England,London,SME,Net 30,REP002,Ike Khan,18048.61,18048.61,0.0,Paid,30.0,0,Current,1
AR-202404-25292,2024-04-27,2024-05-27,2024-05-29,CUST0065,Xenon Solutions,Africa,Nigeria,Lagos,SME,Net 30,REP010,Tunde Khan,10966.86,10966.86,0.0,Paid,32.0,0,Current,1
AR-202507-25293,2025-07-27,2025-09-10,,CUST0115,Quantum Supplies,UK,England,Birmingham,SME,Net 45,REP015,David Muller,8244.44,0.0,8244.44,Overdue,,20,1-30,2
AR-202407-25294,2024-07-30,2024-08-29,,CUST0761,Quantum Enterprises,Europe,Spain,Madrid,SME,Net 30,REP059,Sara Singh,24993.94,0.0,24993.94,Overdue,,397,90+,5
AR-202411-25295,2024-11-12,2024-12-12,2024-12-14,CUST1106,Maple Supplies,Africa,Nigeria,Lagos,SME,Net 30,REP038,Ben Chen,13799.4,13799.4,0.0,Paid,32.0,0,Current,1
AR-202502-25296,2025-02-04,2025-03-21,,CUST1338,Willow Retailers,Africa,Nigeria,Lagos,Mid-Market,Net 45,REP009,Ike Okoye,17275.1,0.0,17275.1,Overdue,,193,90+,5
AR-202401-25297,2024-01-06,2024-02-05,2024-03-10,CUST0027,Orion Trading,Europe,Spain,Madrid,Enterprise,Net 30,REP036,Ella Baker,17482.16,17482.16,0.0,Paid,64.0,0,Current,1
AR-202506-25298,2025-06-11,2025-07-11,,CUST1449,Terra Enterprises,Africa,Nigeria,Lagos,Mid-Market,Net 30,REP019,Ben Campbell,11700.57,0.0,11700.57,Overdue,,81,61-90,4
AR-202404-25299,2024-04-05,2024-05-05,2024-06-04,CUST1034,Maple Solutions,Europe,Netherlands,Amsterdam,SME,Net 30,REP033,Ravi Okoye,11843.37,11843.37,0.0,Paid,60.0,0,Current,1
AR-202407-25300,2024-07-12,2024-08-11,2024-09-14,CUST0373,Beta Group,Europe,Spain,Madrid,Mid-Market,Net 30,REP017,Tunde Williams,626.43,626.43,0.0,Paid,64.0,0,Current,1
AR-202502-25301,2025-02-15,2025-04-01,2025-04-02,CUST0090,Vertex Industries,Africa,Nigeria,Abuja,SME,Net 45,REP009,Ike Okoye,2593.76,2593.76,0.0,Paid,46.0,0,Current,1
AR-202502-25302,2025-02-07,2025-02-22,2025-02-20,CUST1122,Summit Logistics,Africa,South Africa,Cape Town,SME,Net 15,REP007,Liam Chen,10639.47,10639.47,0.0,Paid,13.0,0,Current,1
AR-202509-25303,2025-09-30,2025-10-30,2025-10-31,CUST0026,Delta Retailers,UK,England,Manchester,SME,Net 30,REP054,Kemi Ahmed,9267.1,9267.1,0.0,Paid,31.0,0,Current,1
AR-202401-25304,2024-01-09,2024-01-24,2024-01-27,CUST0956,Beta Supplies,Africa,Nigeria,Lagos,Enterprise,Net 15,REP037,Maya Patel,4906.33,4906.33,0.0,Paid,18.0,0,Current,1
AR-202404-25305,2024-04-04,2024-05-04,2024-05-07,CUST0881,Umbra Retailers,UK,England,Manchester,Mid-Market,Net 30,REP005,Sara Chen,1908.41,1908.41,0.0,Paid,33.0,0,Current,1
AR-202401-25306,2024-01-15,2024-02-14,2024-02-16,CUST0652,Terra Retailers,UK,England,Leeds,SME,Net 30,REP043,Ravi Nguyen,6596.86,6596.86,0.0,Paid,32.0,0,Current,1
AR-202507-25307,2025-07-07,2025-08-06,2025-08-08,CUST1254,Alpha Supplies,Africa,Nigeria,Lagos,SME,Net 30,REP001,Ravi Ahmed,16798.77,16798.77,0.0,Paid,32.0,0,Current,1
AR-202412-25308,2024-12-27,2025-01-26,2025-01-29,CUST1046,River Partners,UK,Scotland,Glasgow,SME,Net 30,REP031,Kemi Nguyen,10055.2,10055.2,0.0,Paid,33.0,0,Current,1
AR-202411-25309,2024-11-01,2024-12-16,2024-12-24,CUST0108,Orion Solutions,Africa,Nigeria,Lagos,Mid-Market,Net 45,REP011,Maya Williams,9165.25,9165.25,0.0,Paid,53.0,0,Current,1
AR-202505-25310,2025-05-17,2025-06-16,2025-07-25,CUST0647,Vertex Holdings,UK,England,Manchester,Mid-Market,Net 30,REP032,Sara Garcia,16309.16,16309.16,0.0,Paid,69.0,0,Current,1
AR-202404-25311,2024-04-07,2024-05-07,2024-06-03,CUST1194,Aspen Supplies,Africa,South Africa,Cape Town,SME,Net 30,REP001,Ravi Ahmed,10130.86,10130.86,0.0,Paid,57.0,0,Current,1
AR-202402-25312,2024-02-20,2024-04-20,,CUST0063,Delta Partners,UK,England,Birmingham,SME,Net 60,REP056,Priya Khan,2659.76,0.0,2659.76,Overdue,,528,90+,5
AR-202401-25313,2024-01-29,2024-03-14,2024-03-15,CUST0696,Willow Group,Africa,South Africa,Cape Town,SME,Net 45,REP037,Maya Patel,11585.74,11585.74,0.0,Paid,46.0,0,Current,1
AR-202409-25314,2024-09-09,2024-10-09,2024-11-07,CUST0356,Terra Partners,Africa,Nigeria,Lagos,SME,Net 30,REP009,Ike Okoye,4315.78,4315.78,0.0,Paid,59.0,0,Current,1
AR-202506-25315,2025-06-27,2025-08-11,2025-09-04,CUST0201,Beta Supplies,Africa,Nigeria,Lagos,SME,Net 45,REP055,Ike Williams,8111.82,8111.82,0.0,Paid,69.0,0,Current,1
AR-202506-25316,2025-06-29,2025-07-29,2025-07-30,CUST0155,Cedar Partners,Africa,South Africa,Johannesburg,Mid-Market,Net 30,REP019,Ben Campbell,10216.36,10216.36,0.0,Paid,31.0,0,Current,1
AR-202504-25317,2025-04-23,2025-05-23,2025-06-17,CUST1004,Harbor Group,UK,England,Manchester,SME,Net 30,REP032,Sara Garcia,20057.43,5352.92,14704.51,Overdue,55.0,130,90+,5
AR-202404-25318,2024-04-07,2024-05-07,2024-06-08,CUST1414,River Trading,Europe,Netherlands,Amsterdam,SME,Net 30,REP058,Ike Okoye,4556.83,1982.97,2573.86,Overdue,62.0,511,90+,5
AR-202502-25319,2025-02-14,2025-03-16,2025-04-01,CUST0036,Beta Enterprises,UK,England,Leeds,Mid-Market,Net 30,REP015,David Muller,3167.15,3167.15,0.0,Paid,46.0,0,Current,1
AR-202509-25320,2025-09-09,2025-10-09,2025-10-12,CUST0259,Radiant Industries,Africa,South Africa,Cape Town,SME,Net 30,REP037,Maya Patel,9886.42,9886.42,0.0,Paid,33.0,0,Current,1
AR-202411-25321,2024-11-13,2025-01-12,,CUST1102,Beta Group,UK,England,Manchester,SME,Net 60,REP043,Ravi Nguyen,19001.08,0.0,19001.08,Overdue,,261,90+,5
AR-202508-25322,2025-08-11,2025-09-25,2025-09-28,CUST0134,River Holdings,Africa,South Africa,Cape Town,SME,Net 45,REP037,Maya Patel,5520.68,5520.68,0.0,Paid,48.0,0,Current,1
AR-202504-25323,2025-04-11,2025-05-26,2025-06-16,CUST0613,Epsilon Holdings,Europe,France,Paris,SME,Net 45,REP044,Liam Smith,20084.69,20084.69,0.0,Paid,66.0,0,Current,1
AR-202506-25324,2025-06-14,2025-07-29,2025-07-29,CUST0886,Terra Trading,Africa,Nigeria,Abuja,Mid-Market,Net 45,REP057,Ola Garcia,7924.24,7924.24,0.0,Paid,45.0,0,Current,1
AR-202501-25325,2025-01-11,2025-02-25,2025-04-05,CUST0553,Harbor Logistics,Africa,South Africa,Johannesburg,Mid-Market,Net 45,REP007,Liam Chen,3474.12,3474.12,0.0,Paid,84.0,0,Current,1
AR-202405-25326,2024-05-28,2024-07-12,2024-08-16,CUST1141,Harbor Industries,UK,England,Leeds,Enterprise,Net 45,REP003,Noah Muller,21732.19,21732.19,0.0,Paid,80.0,0,Current,1
AR-202411-25327,2024-11-24,2025-01-08,2025-01-12,CUST1235,Radiant Enterprises,UK,England,Manchester,Mid-Market,Net 45,REP025,Ada Davis,24061.73,5810.12,18251.61,Overdue,49.0,265,90+,5
AR-202410-25328,2024-10-19,2024-11-18,2024-12-05,CUST1475,Orion Retailers,Europe,Spain,Madrid,Mid-Market,Net 30,REP029,Hannah Baker,15479.71,15479.71,0.0,Paid,47.0,0,Current,1
AR-202406-25329,2024-06-12,2024-07-12,2024-07-14,CUST0765,Radiant Group,Europe,France,Paris,SME,Net 30,REP042,Julia Dubois,10993.71,10993.71,0.0,Paid,32.0,0,Current,1
AR-202403-25330,2024-03-17,2024-05-01,,CUST0863,Umbra Holdings,Europe,Italy,Rome,SME,Net 45,REP006,Priya Brown,16360.95,0.0,16360.95,Overdue,,517,90+,5
AR-202409-25331,2024-09-16,2024-10-16,2024-10-16,CUST0596,Umbra Retailers,Africa,South Africa,Cape Town,SME,Net 30,REP037,Maya Patel,10272.41,10272.41,0.0,Paid,30.0,0,Current,1
AR-202502-25332,2025-02-26,2025-03-28,2025-03-28,CUST0836,Harbor Group,UK,Scotland,Glasgow,SME,Net 30,REP056,Priya Khan,12152.46,12152.46,0.0,Paid,30.0,0,Current,1
AR-202405-25333,2024-05-30,2024-06-14,2024-06-07,CUST1367,Umbra Industries,UK,Scotland,Glasgow,SME,Net 15,REP043,Ravi Nguyen,12627.87,12627.87,0.0,Paid,8.0,0,Current,1
AR-202407-25334,2024-07-07,2024-08-06,2024-08-06,CUST0986,Alpha Solutions,Europe,Spain,Madrid,Mid-Market,Net 30,REP059,Sara Singh,6638.27,6638.27,0.0,Paid,30.0,0,Current,1
AR-202509-25335,2025-09-11,2025-10-11,,CUST0277,Beta Logistics,UK,England,Birmingham,SME,Net 30,REP032,Sara Garcia,24713.8,0.0,24713.8,Open,,0,Current,1
AR-202408-25336,2024-08-25,2024-09-24,2024-09-26,CUST0539,Cedar Holdings,Africa,South Africa,Cape Town,SME,Net 30,REP052,Priya Smith,13424.63,13424.63,0.0,Paid,32.0,0,Current,1
AR-202411-25337,2024-11-23,2024-12-23,2025-02-06,CUST0340,Nova Solutions,Europe,France,Paris,SME,Net 30,REP034,Ola Patel,11927.91,11927.91,0.0,Paid,75.0,0,Current,1
AR-202507-25338,2025-07-12,2025-08-26,,CUST0258,Willow Group,Africa,Nigeria,Abuja,Mid-Market,Net 45,REP012,Ada Ahmed,2431.32,0.0,2431.32,Overdue,,35,31-60,3
AR-202509-25339,2025-09-04,2025-10-04,2025-10-07,CUST0529,Pioneer Group,Africa,South Africa,Johannesburg,SME,Net 30,REP010,Tunde Khan,8601.23,8601.23,0.0,Paid,33.0,0,Current,1
AR-202503-25340,2025-03-01,2025-04-15,2025-05-15,CUST1374,Delta Trading,Europe,Spain,Madrid,SME,Net 45,REP041,Quinn Dubois,370.53,370.53,0.0,Paid,75.0,0,Current,1
AR-202505-25341,2025-05-10,2025-07-09,,CUST0738,Delta Holdings,Europe,Germany,Berlin,Enterprise,Net 60,REP036,Ella Baker,20109.91,0.0,20109.91,Overdue,,83,61-90,4
AR-202505-25342,2025-05-27,2025-06-26,2025-06-26,CUST0351,Orion Logistics,UK,England,Leeds,Mid-Market,Net 30,REP016,Femi Okoye,14513.8,14513.8,0.0,Paid,30.0,0,Current,1
AR-202411-25343,2024-11-18,2024-12-18,2025-01-03,CUST1144,Maple Solutions,Europe,Netherlands,Amsterdam,Enterprise,Net 30,REP041,Quinn Dubois,20371.59,20371.59,0.0,Paid,46.0,0,Current,1
AR-202405-25344,2024-05-19,2024-06-18,2024-06-20,CUST0532,Alpha Holdings,Europe,Spain,Madrid,Enterprise,Net 30,REP033,Ravi Okoye,3665.29,3665.29,0.0,Paid,32.0,0,Current,1
AR-202404-25345,2024-04-09,2024-04-24,2024-04-22,CUST1129,Xenon Retailers,Africa,Nigeria,Lagos,SME,Net 15,REP001,Ravi Ahmed,6679.84,6679.84,0.0,Paid,13.0,0,Current,1
AR-202504-25346,2025-04-08,2025-05-23,2025-05-24,CUST1495,Umbra Solutions,UK,England,Manchester,SME,Net 45,REP056,Priya Khan,17537.54,17537.54,0.0,Paid,46.0,0,Current,1
AR-202504-25347,2025-04-10,2025-05-10,2025-05-10,CUST1404,Maple Supplies,UK,England,Birmingham,Mid-Market,Net 30,REP005,Sara Chen,17130.44,17130.44,0.0,Paid,30.0,0,Current,1
AR-202411-25348,2024-11-23,2025-01-22,2025-02-23,CUST1325,Maple Supplies,Europe,Netherlands,Amsterdam,SME,Net 60,REP021,Ella Hughes,23972.11,23972.11,0.0,Paid,92.0,0,Current,1
AR-202501-25349,2025-01-30,2025-03-16,2025-04-04,CUST0544,Orion Group,Europe,Spain,Madrid,SME,Net 45,REP013,Ella Davis,10146.11,10146.11,0.0,Paid,64.0,0,Current,1
AR-202508-25350,2025-08-06,2025-09-05,,CUST0142,Summit Industries,UK,Scotland,Glasgow,Mid-Market,Net 30,REP025,Ada Davis,5279.9,0.0,5279.9,Overdue,,25,1-30,2
AR-202508-25351,2025-08-04,2025-09-03,2025-10-01,CUST1109,Summit Supplies,UK,England,Leeds,SME,Net 30,REP016,Femi Okoye,18595.33,18595.33,0.0,Paid,58.0,0,Current,1
AR-202401-25352,2024-01-12,2024-02-26,2024-03-04,CUST1439,Delta Logistics,UK,England,Leeds,SME,Net 45,REP054,Kemi Ahmed,21136.01,21136.01,0.0,Paid,52.0,0,Current,1
AR-202501-25353,2025-01-15,2025-03-16,2025-03-16,CUST0125,Willow Supplies,Africa,Kenya,Nairobi,SME,Net 60,REP046,Ben Williams,12843.1,12843.1,0.0,Paid,60.0,0,Current,1
AR-202407-25354,2024-07-08,2024-08-07,2024-08-30,CUST0702,Orion Holdings,Africa,Nigeria,Abuja,SME,Net 30,REP009,Ike Okoye,14794.66,14794.66,0.0,Paid,53.0,0,Current,1
AR-202509-25355,2025-09-18,2025-10-18,2025-10-28,CUST0711,Cedar Enterprises,Europe,Italy,Rome,Mid-Market,Net 30,REP053,Julia Lee,2659.02,2659.02,0.0,Paid,40.0,0,Current,1
AR-202506-25356,2025-06-08,2025-07-08,2025-07-17,CUST1479,Quantum Industries,Europe,Netherlands,Amsterdam,SME,Net 30,REP058,Ike Okoye,21276.98,21276.98,0.0,Paid,39.0,0,Current,1
AR-202401-25357,2024-01-26,2024-03-11,2024-03-17,CUST0922,Alpha Solutions,Africa,Kenya,Nairobi,Mid-Market,Net 45,REP007,Liam Chen,24506.46,17377.94,7128.52,Overdue,51.0,568,90+,5
AR-202409-25358,2024-09-08,2024-10-08,2024-10-21,CUST0955,Beta Solutions,Europe,Germany,Berlin,SME,Net 30,REP021,Ella Hughes,19477.3,19477.3,0.0,Paid,43.0,0,Current,1
AR-202409-25359,2024-09-09,2024-10-09,,CUST1500,Quantum Solutions,Africa,Nigeria,Lagos,Mid-Market,Net 30,REP051,Ben Dubois,8843.97,0.0,8843.97,Overdue,,356,90+,5
AR-202501-25360,2025-01-02,2025-02-16,2025-02-26,CUST0966,Orion Retailers,Europe,France,Paris,SME,Net 45,REP027,Tunde Campbell,23819.67,18218.95,5600.72,Overdue,55.0,226,90+,5
AR-202405-25361,2024-05-24,2024-06-23,2024-08-06,CUST0192,River Partners,Europe,Spain,Madrid,SME,Net 30,REP006,Priya Brown,17938.14,17938.14,0.0,Paid,74.0,0,Current,1
AR-202406-25362,2024-06-28,2024-08-27,2024-09-19,CUST1481,Orion Partners,UK,England,London,SME,Net 60,REP048,Ella Garcia,10320.88,10320.88,0.0,Paid,83.0,0,Current,1
AR-202507-25363,2025-07-11,2025-07-26,2025-07-29,CUST0694,Harbor Trading,Europe,Germany,Berlin,Mid-Market,Net 15,REP059,Sara Singh,17120.31,17120.31,0.0,Paid,18.0,0,Current,1
AR-202505-25364,2025-05-25,2025-07-09,2025-08-02,CUST0378,Quantum Holdings,UK,England,Birmingham,SME,Net 45,REP016,Femi Okoye,6977.04,6977.04,0.0,Paid,69.0,0,Current,1
AR-202409-25365,2024-09-02,2024-10-02,2024-10-03,CUST0359,Xenon Logistics,Europe,Spain,Madrid,Mid-Market,Net 30,REP030,Ben Hughes,18028.78,18028.78,0.0,Paid,31.0,0,Current,1
AR-202502-25366,2025-02-11,2025-03-13,2025-03-14,CUST1113,Summit Holdings,Africa,South Africa,Cape Town,Mid-Market,Net 30,REP039,Julia Singh,4318.85,4318.85,0.0,Paid,31.0,0,Current,1
AR-202412-25367,2024-12-15,2025-01-29,2025-01-22,CUST1248,Willow Partners,Africa,Nigeria,Abuja,Enterprise,Net 45,REP051,Ben Dubois,6693.32,6693.32,0.0,Paid,38.0,0,Current,1
AR-202406-25368,2024-06-28,2024-07-28,2024-07-22,CUST1310,Pioneer Retailers,Africa,South Africa,Johannesburg,SME,Net 30,REP049,Tunde Hughes,12577.07,12577.07,0.0,Paid,24.0,0,Current,1
AR-202408-25369,2024-08-18,2024-09-17,,CUST0142,Summit Industries,UK,Scotland,Glasgow,Mid-Market,Net 30,REP002,Ike Khan,21098.2,0.0,21098.2,Overdue,,378,90+,5
AR-202404-25370,2024-04-27,2024-06-11,2024-06-06,CUST0764,Epsilon Holdings,Europe,France,Paris,Mid-Market,Net 45,REP036,Ella Baker,6891.18,6891.18,0.0,Paid,40.0,0,Current,1
AR-202404-25371,2024-04-22,2024-05-22,,CUST1417,Cedar Partners,Europe,Spain,Madrid,SME,Net 30,REP030,Ben Hughes,11787.32,0.0,11787.32,Overdue,,496,90+,5
AR-202405-25372,2024-05-16,2024-05-31,2024-06-02,CUST0956,Beta Supplies,Africa,Nigeria,Lagos,Enterprise,Net 15,REP010,Tunde Khan,17687.18,17687.18,0.0,Paid,17.0,0,Current,1
AR-202405-25373,2024-05-02,2024-06-01,2024-07-04,CUST0465,Umbra Industries,Africa,South Africa,Cape Town,SME,Net 30,REP046,Ben Williams,12473.38,12473.38,0.0,Paid,63.0,0,Current,1
AR-202509-25374,2025-09-10,2025-10-10,2025-10-11,CUST0744,Willow Holdings,Europe,Netherlands,Amsterdam,Mid-Market,Net 30,REP058,Ike Okoye,21059.85,21059.85,0.0,Paid,31.0,0,Current,1
AR-202410-25375,2024-10-09,2024-11-08,2024-11-10,CUST1217,Nova Group,Europe,France,Paris,SME,Net 30,REP029,Hannah Baker,6210.83,6210.83,0.0,Paid,32.0,0,Current,1
AR-202406-25376,2024-06-23,2024-08-07,2024-08-28,CUST1205,Harbor Trading,Africa,Nigeria,Abuja,SME,Net 45,REP039,Julia Singh,11922.19,11922.19,0.0,Paid,66.0,0,Current,1
AR-202401-25377,2024-01-16,2024-02-15,2024-02-18,CUST1272,Epsilon Retailers,Africa,South Africa,Johannesburg,SME,Net 30,REP023,Kemi Lee,24726.18,24726.18,0.0,Paid,33.0,0,Current,1
AR-202401-25378,2024-01-22,2024-03-22,2024-03-22,CUST0120,Maple Industries,Africa,Kenya,Nairobi,SME,Net 60,REP055,Ike Williams,16837.74,16837.74,0.0,Paid,60.0,0,Current,1
AR-202412-25379,2024-12-11,2025-01-10,2025-01-31,CUST0142,Summit Industries,UK,Scotland,Glasgow,Mid-Market,Net 30,REP040,Noah Rossi,4889.53,4889.53,0.0,Paid,51.0,0,Current,1
AR-202506-25380,2025-06-18,2025-07-18,2025-08-22,CUST0629,Beta Supplies,Africa,South Africa,Cape Town,SME,Net 30,REP022,Kemi Garcia,20239.45,20239.45,0.0,Paid,65.0,0,Current,1
AR-202501-25381,2025-01-31,2025-03-17,2025-04-13,CUST0100,Quantum Supplies,Europe,Netherlands,Amsterdam,SME,Net 45,REP041,Quinn Dubois,14603.15,14603.15,0.0,Paid,72.0,0,Current,1
AR-202503-25382,2025-03-06,2025-04-05,2025-04-07,CUST0007,Beta Partners,Africa,South Africa,Cape Town,Mid-Market,Net 30,REP007,Liam Chen,17896.86,17896.86,0.0,Paid,32.0,0,Current,1
AR-202505-25383,2025-05-03,2025-06-02,,CUST1189,Terra Group,UK,Scotland,Glasgow,Mid-Market,Net 30,REP043,Ravi Nguyen,10135.55,0.0,10135.55,Overdue,,120,90+,5
AR-202412-25384,2024-12-31,2025-01-15,2025-01-24,CUST0806,Terra Holdings,Europe,Italy,Rome,SME,Net 15,REP058,Ike Okoye,15623.01,15623.01,0.0,Paid,24.0,0,Current,1
AR-202407-25385,2024-07-18,2024-09-16,2024-09-19,CUST0483,Delta Solutions,UK,England,London,SME,Net 60,REP056,Priya Khan,4721.64,4721.64,0.0,Paid,63.0,0,Current,1
AR-202405-25386,2024-05-09,2024-06-08,2024-07-06,CUST0374,Nova Enterprises,UK,England,London,Mid-Market,Net 30,REP031,Kemi Nguyen,12529.3,12529.3,0.0,Paid,58.0,0,Current,1
AR-202403-25387,2024-03-01,2024-04-15,2024-04-17,CUST0951,Xenon Supplies,Europe,Germany,Berlin,Enterprise,Net 45,REP044,Liam Smith,7807.51,7807.51,0.0,Paid,47.0,0,Current,1
AR-202501-25388,2025-01-26,2025-02-25,2025-02-28,CUST1475,Orion Retailers,Europe,Spain,Madrid,Mid-Market,Net 30,REP013,Ella Davis,4616.39,4616.39,0.0,Paid,33.0,0,Current,1
AR-202402-25389,2024-02-14,2024-03-15,,CUST0279,Radiant Logistics,Africa,South Africa,Cape Town,SME,Net 30,REP019,Ben Campbell,11622.71,0.0,11622.71,Overdue,,564,90+,5
AR-202507-25390,2025-07-30,2025-09-13,2025-09-13,CUST0133,Orion Supplies,Europe,Germany,Berlin,SME,Net 45,REP053,Julia Lee,22182.92,22182.92,0.0,Paid,45.0,0,Current,1
AR-202407-25391,2024-07-30,2024-09-13,2024-09-15,CUST1410,Terra Retailers,UK,Scotland,Glasgow,Enterprise,Net 45,REP016,Femi Okoye,20949.53,20949.53,0.0,Paid,47.0,0,Current,1
AR-202409-25392,2024-09-12,2024-10-12,,CUST0014,Delta Logistics,Africa,Kenya,Nairobi,Mid-Market,Net 30,REP012,Ada Ahmed,22885.54,0.0,22885.54,Overdue,,353,90+,5
AR-202404-25393,2024-04-01,2024-05-01,2024-05-04,CUST0069,Beta Supplies,Africa,South Africa,Cape Town,Enterprise,Net 30,REP028,Ike Brown,9966.32,9966.32,0.0,Paid,33.0,0,Current,1
AR-202507-25394,2025-07-13,2025-08-12,,CUST0480,Orion Supplies,UK,England,Leeds,SME,Net 30,REP043,Ravi Nguyen,14868.05,0.0,14868.05,Overdue,,49,31-60,3
AR-202404-25395,2024-04-15,2024-05-15,,CUST0867,Summit Holdings,UK,England,Manchester,SME,Net 30,REP047,Priya Baker,1155.28,0.0,1155.28,Overdue,,503,90+,5
AR-202408-25396,2024-08-19,2024-10-03,2024-10-24,CUST0438,Beta Logistics,Africa,Nigeria,Lagos,Enterprise,Net 45,REP057,Ola Garcia,6396.57,6396.57,0.0,Paid,66.0,0,Current,1
AR-202408-25397,2024-08-23,2024-09-22,2024-09-22,CUST1299,Quantum Logistics,Europe,Spain,Madrid,SME,Net 30,REP021,Ella Hughes,19765.4,19765.4,0.0,Paid,30.0,0,Current,1
AR-202411-25398,2024-11-15,2024-12-30,2025-01-21,CUST0851,Nova Holdings,Europe,Germany,Berlin,Mid-Market,Net 45,REP014,Sara Nguyen,22237.82,22237.82,0.0,Paid,67.0,0,Current,1
AR-202405-25399,2024-05-10,2024-06-09,2024-06-10,CUST1497,Aspen Enterprises,UK,England,London,Mid-Market,Net 30,REP004,Chinwe Ahmed,12802.49,12802.49,0.0,Paid,31.0,0,Current,1
AR-202501-25400,2025-01-17,2025-03-03,2025-04-02,CUST0625,Aspen Enterprises,UK,England,Birmingham,Enterprise,Net 45,REP003,Noah Muller,4406.39,3217.76,1188.63,Overdue,75.0,211,90+,5
AR-202407-25401,2024-07-12,2024-08-26,2024-08-28,CUST1055,Terra Logistics,Africa,Nigeria,Abuja,SME,Net 45,REP055,Ike Williams,14537.21,14537.21,0.0,Paid,47.0,0,Current,1
AR-202407-25402,2024-07-26,2024-08-25,,CUST0051,Beta Industries,UK,Scotland,Glasgow,SME,Net 30,REP015,David Muller,15852.25,0.0,15852.25,Overdue,,401,90+,5
AR-202405-25403,2024-05-08,2024-05-23,2024-06-07,CUST1129,Xenon Retailers,Africa,Nigeria,Lagos,SME,Net 15,REP019,Ben Campbell,11342.16,11342.16,0.0,Paid,30.0,0,Current,1
AR-202501-25404,2025-01-01,2025-02-15,,CUST1460,Aspen Solutions,UK,England,Leeds,SME,Net 45,REP047,Priya Baker,8358.16,0.0,8358.16,Overdue,,227,90+,5
AR-202411-25405,2024-11-24,2025-01-08,2025-01-10,CUST0372,Maple Holdings,Europe,Netherlands,Amsterdam,Mid-Market,Net 45,REP058,Ike Okoye,3200.11,3200.11,0.0,Paid,47.0,0,Current,1
AR-202501-25406,2025-01-11,2025-02-25,2025-03-23,CUST1306,Nova Group,Europe,Netherlands,Amsterdam,Mid-Market,Net 45,REP026,Maya Campbell,11859.7,11859.7,0.0,Paid,71.0,0,Current,1
AR-202506-25407,2025-06-21,2025-07-21,2025-07-23,CUST0275,Epsilon Supplies,Europe,Spain,Madrid,SME,Net 30,REP036,Ella Baker,18653.56,18653.56,0.0,Paid,32.0,0,Current,1
AR-202412-25408,2024-12-20,2025-02-03,2025-03-16,CUST0615,Beta Supplies,UK,England,Birmingham,SME,Net 45,REP031,Kemi Nguyen,13885.73,13885.73,0.0,Paid,86.0,0,Current,1
AR-202404-25409,2024-04-17,2024-06-01,2024-06-01,CUST0313,Beta Retailers,Europe,France,Paris,Mid-Market,Net 45,REP042,Julia Dubois,16709.27,16709.27,0.0,Paid,45.0,0,Current,1
AR-202412-25410,2024-12-25,2025-01-09,,CUST0254,Radiant Logistics,UK,Scotland,Glasgow,SME,Net 15,REP003,Noah Muller,22404.51,0.0,22404.51,Overdue,,264,90+,5
AR-202505-25411,2025-05-25,2025-07-09,,CUST1006,Vertex Logistics,Europe,Italy,Rome,Mid-Market,Net 45,REP033,Ravi Okoye,11397.91,0.0,11397.91,Overdue,,83,61-90,4
AR-202504-25412,2025-04-08,2025-05-08,2025-05-08,CUST0812,Radiant Supplies,Europe,Italy,Rome,Enterprise,Net 30,REP024,David Rossi,11112.93,11112.93,0.0,Paid,30.0,0,Current,1
AR-202501-25413,2025-01-11,2025-02-10,,CUST1437,Terra Industries,Africa,South Africa,Johannesburg,SME,Net 30,REP046,Ben Williams,8366.92,0.0,8366.92,Overdue,,232,90+,5
AR-202506-25414,2025-06-21,2025-08-05,2025-08-06,CUST0034,Quantum Retailers,UK,England,Leeds,SME,Net 45,REP048,Ella Garcia,12305.06,12305.06,0.0,Paid,46.0,0,Current,1
